element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,9,"=""57.10""","=""0.03""","=""57.15""","=""0.03""","=""-0.05""","=""175130""","=""""","=""""",,"=""351.648""","=""373.343""","=""2s2.2p5.4d""","=""3D*""","=""1""","=""2s2.2p5.5p""","=""3D""","=""1""",,"=""""","=""L4580""",
Ar,2,"=""57.2014""","=""0.0003""","=""57.2013628""","=""0.0000007""","=""0.0000""","=""174820.9""","=""2""","=""""",,"=""0.00000000""","=""21.67504277""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,7,"=""57.205""","=""0.003""","=""57.2037""","=""0.0022""","=""0.001""","=""174810.""","=""80""","=""""",,"=""82.7590""","=""104.4331""","=""3s.4f""","=""1F*""","=""3""","=""3s.6d""","=""1D""","=""2""",,"=""""","=""L12090""",
Ar,2,"=""57.3364""","=""0.0003""","=""57.3361976""","=""0.0000006""","=""0.0002""","=""174409.3""","=""2""","=""""",,"=""0.00000000""","=""21.62407061""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,3,"=""57.34666""","=""0.00010""","=""57.346520""","=""0.000005""","=""0.00014""","=""174378.1""","=""200""","=""""",,"=""0.0000000""","=""21.62017815""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).4s""","=""5S*""","=""2""",,"=""""","=""L8114""",
Ar,3,"=""57.3840""","=""0.0020""","=""57.38333""","=""0.00013""","=""0.0007""","=""174265.""","=""3""","=""""",,"=""4.12442""","=""25.730730""","=""3s2.3p4""","=""1S""","=""0""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""",,"=""""","=""L9366""",
Ar,4,"=""57.412""","=""0.001""","=""57.41168""","=""0.00018""","=""0.0003""","=""174180.""","=""5""","=""""",,"=""14.57600""","=""36.171646""","=""3s.3p4""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""57.6738""","=""0.0003""","=""57.6736436""","=""0.0000007""","=""0.0002""","=""173389.0""","=""2""","=""""",,"=""0.17749368""","=""21.67504277""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,9,"=""57.6940""","=""0.0005""","=""57.6942""","=""0.0006""","=""-0.0002""","=""173328.2""","=""75""","=""""",,"=""270.56020""","=""292.05007""","=""2s2.2p5.3p""","=""3P""","=""2""","=""2s2.2p5.3d""","=""3P*""","=""2""",,"=""""","=""L11815""",
Ar,3,"=""57.71457""","=""0.00010""","=""57.714619""","=""0.000007""","=""-0.00005""","=""173266.5""","=""150""","=""""",,"=""0.1378915""","=""21.62017815""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(4S*).4s""","=""5S*""","=""2""",,"=""""","=""L8114""",
Ar,4,"=""57.728""","=""0.001""","=""57.72729""","=""0.00018""","=""0.0007""","=""173226.""","=""8""","=""""",,"=""14.69407""","=""36.171646""","=""3s.3p4""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""57.754""","=""0.001""","=""57.75426""","=""0.00019""","=""-0.0003""","=""173148.""","=""4""","=""""",,"=""14.69407""","=""36.16162""","=""3s.3p4""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""5/2""",,"=""""","=""L11418""",
Ar,2,"=""57.8107""","=""0.0003""","=""57.8107168""","=""0.0000006""","="" 0.0000""","=""172978.4""","=""2""","=""""",,"=""0.17749368""","=""21.62407061""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,3,"=""57.83865""","=""0.00010""","=""57.83890""","=""0.00003""","=""-0.00025""","=""172894.8""","=""200""","=""""",,"=""1.737019""","=""23.1731458""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""2""",,"=""""","=""L8114""",
Ar,2,"=""57.8604""","=""0.0003""","=""57.8604410""","=""0.0000006""","="" 0.0000""","=""172829.8""","=""2""","=""""",,"=""0.00000000""","=""21.42814610""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,4,"=""57.904""","=""0.001""","=""57.90358""","=""0.00012""","=""0.0004""","=""172700.""","=""6""","=""""",,"=""14.75946""","=""36.171646""","=""3s.3p4""","=""4P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""4S*""","=""3/2""",,"=""""","=""L11418""",
Ar,3,"=""57.92060""","=""0.0002""","=""57.92126""","=""0.00003""","=""-0.00066""","=""172650.1""","=""150""","=""""",,"=""1.737019""","=""23.1426661""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""3""",,"=""""","=""L11588""",
Ar,7,"=""57.975""","=""0.003""","=""57.974""","=""0.003""","=""0.001""","=""172488.""","=""80""","=""""",,"=""86.5844""","=""107.9705""","=""3p.4p""","=""1P""","=""1""","=""3p.5s""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,2,"=""58.0264""","=""0.0003""","=""58.0263166""","=""0.0000004""","=""0.0001""","=""172335.4""","=""3""","=""""",,"=""0.00000000""","=""21.36689104""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,4,"=""58.050""","=""0.001""","=""58.04939""","=""0.00018""","=""0.0006""","=""172265.""","=""6bl""","=""""",,"=""14.57600""","=""35.934402""","=""3s.3p4""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""",,"=""""","=""L11418""",
Ar,7,"=""58.069""","=""0.001""","=""58.0659""","=""0.0014""","=""0.0031""","=""172209.""","=""20""","=""""",,"=""33.7934""","=""55.1457""","=""3p2""","=""3P""","=""2""","=""3p.3d""","=""3F*""","=""3""",,"=""""","=""L7294""",
Ar,4,"=""58.230""","=""0.001""","=""58.22898""","=""0.00020""","=""0.0010""","=""171733.""","=""1""","=""""",,"=""14.69407""","=""35.98660""","=""3s.3p4""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""58.252""","=""0.001""","=""58.25113""","=""0.00018""","=""0.0009""","=""171668.""","=""6bl""","=""""",,"=""14.57600""","=""35.860433""","=""3s.3p4""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""3/2""",,"=""""","=""L11418""",
Ar,11,"=""58.303""","=""0.004""","=""58.3""","=""0.3""","="" 0.0""","=""171518.""","=""""","=""""",,"=""338.33""","=""359.59""","=""2s2.2p3.(2D*).3p""","=""3F""","=""2""","=""2s2.2p3.(2D*).3d""","=""3G*""","=""3""",,"=""""","=""L16114""",
Ar,2,"=""58.3437""","=""0.0003""","=""58.3437139""","=""0.0000006""","="" 0.0000""","=""171398.1""","=""2""","=""""",,"=""0.17749368""","=""21.42814610""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,4,"=""58.373""","=""0.001""","=""58.37207""","=""0.00018""","=""0.0009""","=""171312.""","=""6""","=""""",,"=""14.69407""","=""35.934402""","=""3s.3p4""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""",,"=""""","=""L11418""",
Ar,8,"=""58.4""","=""0.05""","=""58.446""","=""0.005""","=""-0.05""","=""171230""","=""20""","=""""",,"=""108.6125""","=""129.8258""","=""2p6.5g""","=""2G""","=""9/2""","=""2p6.8f""","=""2F*""","=""7/2""",,"=""""","=""L16083""",
Ar,7,"=""58.5748""","=""0.0004""","=""58.5748""","=""0.0010""","=""0.0000""","=""170721.9""","=""""","=""7.83e+09""",B,"=""0.00000""","=""21.16683""","=""2p6.3s2""","=""1S""","=""0""","=""3s.3p""","=""1P*""","=""1""",,"=""T1002""","=""L7064""",
Ar,4,"=""58.615""","=""0.001""","=""58.61438""","=""0.00022""","=""0.0006""","=""170605.""","=""5""","=""""",,"=""14.69407""","=""35.84660""","=""3s.3p4""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""1/2""",,"=""""","=""L11418""",
Ar,6,"=""58.702""","=""0.001""","=""58.7012""","=""0.0008""","=""0.0008""","=""170352.""","=""8""","=""""",,"=""12.41795""","=""33.53919""","=""3s.3p2""","=""4P""","=""1/2""","=""3p3""","=""4S*""","=""3/2""",,"=""""","=""L11052""",
Ar,4,"=""58.758""","=""0.001""","=""58.75758""","=""0.00012""","=""0.0004""","=""170190.""","=""7""","=""""",,"=""14.75946""","=""35.860433""","=""3s.3p4""","=""4P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""58.797""","=""0.001""","=""58.79614""","=""0.00017""","=""0.0009""","=""170077.""","=""4""","=""""",,"=""14.75946""","=""35.84660""","=""3s.3p4""","=""4P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""1/2""",,"=""""","=""L11418""",
Ar,6,"=""58.891""","=""0.002""","=""58.8915""","=""0.0006""","=""-0.0005""","=""169805.""","=""8w""","=""""",,"=""0.000000""","=""21.05300""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p2""","=""2S""","=""1/2""",,"=""""","=""L11052""",
Ar,9,"=""58.941""","=""0.020""","=""58.9877""","=""0.0005""","=""-0.047""","=""169660""","=""0.11""","=""""",,"=""251.26336""","=""272.28203""","=""2s2.2p5.3s""","=""3P*""","=""2""","=""2s2.2p5.3p""","=""3P""","=""1""",,"=""""","=""L16102""",
Ar,6,"=""58.978""","=""0.001""","=""58.9782""","=""0.0008""","=""-0.0002""","=""169555.""","=""8""","=""""",,"=""12.51715""","=""33.53919""","=""3s.3p2""","=""4P""","=""3/2""","=""3p3""","=""4S*""","=""3/2""",,"=""""","=""L11052""",
Ar,9,"=""59.1050""","=""0.0010""","=""59.1052""","=""0.0007""","=""-0.0002""","=""169190.""","=""30""","=""""",,"=""270.56020""","=""291.53708""","=""2s2.2p5.3p""","=""3P""","=""2""","=""2s2.2p5.3d""","=""3P*""","=""1""",,"=""""","=""L11815""",
Ar,4,"=""59.108""","=""0.001""","=""59.10710""","=""0.00019""","=""0.0009""","=""169182.""","=""6""","=""""",,"=""14.57600""","=""35.552196""","=""3s.3p4""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4D*""","=""5/2""",,"=""""","=""L11418""",
Ar,9,"=""59.3575""","=""0.0010""","=""59.3564""","=""0.0005""","=""0.0011""","=""168471.""","=""20""","=""""",,"=""251.26336""","=""272.15145""","=""2s2.2p5.3s""","=""3P*""","=""2""","=""2s2.2p5.3p""","=""1D""","=""2""",,"=""""","=""L11815""",
Ar,6,"=""59.410""","=""0.001""","=""59.4106""","=""0.0008""","=""-0.0006""","=""168322.""","=""8""","=""""",,"=""12.67014""","=""33.53919""","=""3s.3p2""","=""4P""","=""5/2""","=""3p3""","=""4S*""","=""3/2""",,"=""""","=""L11052""",
Ar,10,"=""59.505""","=""0.004""","=""59.506""","=""0.005""","=""-0.001""","=""168053.""","=""80""","=""""",,"=""297.1816""","=""318.0171""","=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""",,"=""""","=""L11349""",
Ar,4,"=""59.66""","=""0.03""","=""59.66420""","=""0.00021""","="" 0.00""","=""167620""","=""275""","=""""",,"=""2.63092""","=""23.41125""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""7/2""",,"=""""","=""L10580""",
Ar,6,"=""59.667""","=""0.002""","=""59.6673""","=""0.0006""","=""-0.0003""","=""167597.""","=""6w""","=""""",,"=""0.273742""","=""21.05300""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p2""","=""2S""","=""1/2""",,"=""""","=""L11052""",
Ar,10,"=""59.758""","=""0.004""","=""59.759""","=""0.004""","=""-0.001""","=""167342.""","=""70""","=""""",,"=""280.1169""","=""300.8643""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",,"=""""","=""L11349""",
Ar,2,"=""59.7701""","=""0.0003""","=""59.7700114""","=""0.0000003""","=""0.0001""","=""167307.7""","=""2""","=""""",,"=""0.00000000""","=""20.74354606""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""",,"=""""","=""L16202""",
Ar,9,"=""59.852""","=""0.004""","=""59.850""","=""0.012""","=""0.002""","=""167079.""","=""130""","=""""",,"=""352.627""","=""373.343""","=""2s2.2p5.4d""","=""3F*""","=""2""","=""2s2.2p5.5p""","=""3D""","=""1""",,"=""""","=""L6734""",
Ar,4,"=""59.977""","=""0.001""","=""59.97696""","=""0.00021""","=""0.0000""","=""166731.""","=""4""","=""""",,"=""2.61490""","=""23.28687""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""5/2""",,"=""""","=""L11418""",
Ar,3,"=""59.9988""","=""0.0002""","=""59.99941""","=""0.00003""","=""-0.00061""","=""166670.0""","=""10""","=""""",,"=""1.737019""","=""22.40125602""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(4S*).4s""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,4,"=""60.024""","=""0.001""","=""60.02347""","=""0.00021""","=""0.0005""","=""166600.""","=""7""","=""""",,"=""2.63092""","=""23.28687""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""5/2""",,"=""""","=""L11418""",
Ar,4,"=""60.1119""","=""0.0002""","=""60.11190""","=""0.00015""","="" 0.0000""","=""166356.4""","=""5""","=""""",,"=""0.00000""","=""20.62556""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,4,"=""60.130""","=""0.001""","=""60.12980""","=""0.00024""","=""0.0002""","=""166306.""","=""3bl""","=""""",,"=""2.61490""","=""23.23433""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""60.169""","=""0.001""","=""60.1685""","=""0.0003""","=""0.0005""","=""166199.""","=""6bl""","=""""",,"=""2.61490""","=""23.22105""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""1/2""",,"=""""","=""L11418""",
Ar,4,"=""60.178""","=""0.001""","=""60.17655""","=""0.00024""","=""0.0015""","=""166174.""","=""5bl""","=""""",,"=""2.63092""","=""23.23433""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""60.2858""","=""0.0003""","=""60.2858517""","=""0.0000003""","=""-0.0001""","=""165876.5""","=""2""","=""""",,"=""0.17749368""","=""20.74354606""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""",,"=""""","=""L16202""",
Ar,5,"=""60.297""","=""0.002""","=""60.2973""","=""0.0018""","="" 0.000""","=""165846.""","=""13""","=""""",,"=""30.4168""","=""50.9790""","=""3s2.3p.3d""","=""1F*""","=""3""","=""3s.3p2.(3P).3d""","=""1F""","=""3""",,"=""""","=""L11579""",
Ar,3,"=""60.41590""","=""0.00010""","=""60.41584""","=""0.00003""","=""0.00006""","=""165519.3""","=""""","=""""",,"=""1.737019""","=""22.2588235""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2P*).3d""","=""1D*""","=""2""",,"=""""","=""L8114""",
Ar,9,"=""60.439""","=""0.004""","=""60.439""","=""0.007""","="" 0.000""","=""165456.""","=""250""","=""""",,"=""325.2262""","=""345.7401""","=""2s.2p6.3s""","=""3S""","=""1""","=""2s.2p6.3p""","=""3P*""","=""2""",,"=""""","=""L6734""",
Ar,7,"=""60.457""","=""0.003""","=""60.454""","=""0.003""","=""0.003""","=""165407.""","=""80""","=""""",,"=""87.0131""","=""107.5219""","=""3p.4p""","=""3D""","=""1""","=""3p.5s""","=""3P*""","=""1""",,"=""""","=""L12090""",
Ar,7,"=""60.724""","=""0.003""","=""60.728""","=""0.003""","=""-0.004""","=""164680.""","=""80""","=""""",,"=""87.1055""","=""107.5219""","=""3p.4p""","=""3D""","=""2""","=""3p.5s""","=""3P*""","=""1""",,"=""""","=""L12090""",
Ar,9,"=""61.042""","=""0.004""","=""61.042""","=""0.007""","="" 0.000""","=""163822.""","=""100""","=""""",,"=""325.2262""","=""345.5374""","=""2s.2p6.3s""","=""3S""","=""1""","=""2s.2p6.3p""","=""3P*""","=""1""",,"=""""","=""L6734""",
Ar,2,"=""61.2371""","=""0.0003""","=""61.2371515""","=""0.0000003""","=""-0.0001""","=""163299.7""","=""5""","=""""",,"=""0.00000000""","=""20.24656525""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).3d""","=""2F""","=""5/2""",,"=""""","=""L16202""",
Ar,9,"=""61.3669""","=""0.0005""","=""61.3674""","=""0.0005""","=""-0.0005""","=""162954.3""","=""110t""","=""""",,"=""252.07844""","=""272.28203""","=""2s2.2p5.3s""","=""3P*""","=""1""","=""2s2.2p5.3p""","=""3P""","=""1""",,"=""""","=""L11815""",
Ar,7,"=""61.369""","=""0.003""","=""61.373""","=""0.004""","=""-0.004""","=""162949.""","=""60""","=""""",,"=""88.6232""","=""108.8250""","=""3s.5s""","=""1S""","=""0""","=""3s.7p""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,7,"=""61.480""","=""0.006""","=""61.481""","=""0.003""","=""-0.001""","=""162655.""","=""80bl""","=""""",,"=""87.8042""","=""107.9705""","=""3p.4p""","=""3S""","=""1""","=""3p.5s""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,9,"=""61.505""","=""0.004""","=""61.4897""","=""0.0006""","=""0.015""","=""162588.""","=""50""","=""""",,"=""251.26336""","=""271.42678""","=""2s2.2p5.3s""","=""3P*""","=""2""","=""2s2.2p5.3p""","=""1P""","=""1""",,"=""""","=""L6734""",
Ar,9,"=""61.762""","=""0.004""","=""61.7666""","=""0.0006""","=""-0.005""","=""161912.""","=""80""","=""""",,"=""252.07844""","=""272.15145""","=""2s2.2p5.3s""","=""3P*""","=""1""","=""2s2.2p5.3p""","=""1D""","=""2""",,"=""""","=""L6734""",
Ar,6,"=""61.867""","=""0.002""","=""61.8664""","=""0.0008""","=""0.0006""","=""161637.""","=""8bl""","=""""",,"=""16.42328""","=""36.46391""","=""3s.3p2""","=""2D""","=""3/2""","=""3p3""","=""2P*""","=""1/2""",,"=""""","=""L11052""",
Ar,6,"=""61.872""","=""0.002""","=""61.8723""","=""0.0006""","=""-0.0003""","=""161624.""","=""6bl""","=""""",,"=""16.42328""","=""36.46202""","=""3s.3p2""","=""2D""","=""3/2""","=""3p3""","=""2P*""","=""3/2""",,"=""""","=""L11052""",
Ar,6,"=""61.916""","=""0.001""","=""61.9152""","=""0.0007""","=""0.0008""","=""161509.""","=""8""","=""""",,"=""16.43717""","=""36.46202""","=""3s.3p2""","=""2D""","=""5/2""","=""3p3""","=""2P*""","=""3/2""",,"=""""","=""L11052""",
Ar,7,"=""62.165""","=""0.003""","=""62.166""","=""0.003""","=""-0.001""","=""160862.""","=""100""","=""""",,"=""87.8042""","=""107.7483""","=""3p.4p""","=""3S""","=""1""","=""3p.5s""","=""3P*""","=""2""",,"=""""","=""L12090""",
Ar,6,"=""62.215""","=""0.001""","=""62.2152""","=""0.0008""","=""-0.0002""","=""160733.""","=""6""","=""""",,"=""22.76068""","=""42.68897""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L11052""",
Ar,9,"=""62.308""","=""0.004""","=""62.3079""","=""0.0007""","=""0.000""","=""160493.""","=""130""","=""""",,"=""272.15145""","=""292.05007""","=""2s2.2p5.3p""","=""1D""","=""2""","=""2s2.2p5.3d""","=""3P*""","=""2""",,"=""""","=""L6734""",
Ar,10,"=""62.315""","=""0.004""","=""62.313""","=""0.004""","=""0.002""","=""160475.""","=""60*""","=""""",,"=""280.9673""","=""300.8643""","=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",,"=""""","=""L11349""",
Ar,10,"=""62.315""","=""0.004""","=""62.319""","=""0.007""","=""-0.004""","=""160475.""","=""60*""","=""""",,"=""298.5171""","=""318.4121""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""L11349""",
Ar,4,"=""62.540""","=""0.001""","=""62.53666""","=""0.00014""","=""0.0033""","=""159898.""","=""4*""","=""""",,"=""18.09192""","=""37.917765""","=""3s.3p4""","=""2D""","=""3/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""5/2""",,"=""""","=""L11418""",
Ar,4,"=""62.540""","=""0.001""","=""62.53901""","=""0.00014""","=""0.0010""","=""159898.""","=""4*""","=""""",,"=""18.10162""","=""37.926717""","=""3s.3p4""","=""2D""","=""5/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,7,"=""62.661""","=""0.003""","=""62.6578""","=""0.0021""","=""0.003""","=""159589.""","=""80""","=""""",,"=""87.73444""","=""107.5219""","=""3d2""","=""1S""","=""0""","=""3p.5s""","=""3P*""","=""1""",,"=""""","=""L12090""",
Ar,8,"=""62.83""","=""0.01""","=""62.833""","=""0.008""","=""-0.003""","=""159160""","=""*""","=""""",,"=""88.8783""","=""108.6108""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.5g""","=""2G""","=""7/2""",,"=""""","=""L5617""",
Ar,8,"=""62.83""","=""0.01""","=""62.836""","=""0.009""","=""-0.006""","=""159160""","=""*""","=""""",,"=""88.8812""","=""108.6125""","=""2p6.4f""","=""2F*""","=""7/2""","=""2p6.5g""","=""2G""","=""9/2""",,"=""""","=""L5617""",
Ar,9,"=""62.8421""","=""0.0005""","=""62.8425""","=""0.0006""","=""-0.0004""","=""159129.0""","=""50*""","=""""",,"=""252.07844""","=""271.80781""","=""2s2.2p5.3s""","=""3P*""","=""1""","=""2s2.2p5.3p""","=""3P""","=""0""",,"=""""","=""L11815""",
Ar,9,"=""62.8421""","=""0.0005""","=""62.8428""","=""0.0009""","=""-0.0007""","=""159129.0""","=""50*""","=""""",,"=""271.80781""","=""291.53708""","=""2s2.2p5.3p""","=""3P""","=""0""","=""2s2.2p5.3d""","=""3P*""","=""1""",,"=""""","=""L11815""",
Ar,7,"=""63.0306""","=""0.0010""","=""63.0292""","=""0.0014""","=""0.0014""","=""158653.""","=""2""","=""1.73e+09""",C,"=""14.12248""","=""33.7934""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""2""",,"=""T1002LS""","=""L3311""",
Ar,6,"=""63.168""","=""0.001""","=""63.1676""","=""0.0011""","=""0.0004""","=""158308.""","=""6""","=""""",,"=""27.10244""","=""46.73026""","=""3s2.3d""","=""2D""","=""3/2""","=""3s.3p.(1P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L11052""",
Ar,6,"=""63.191""","=""0.001""","=""63.1915""","=""0.0010""","=""-0.0005""","=""158250.""","=""4""","=""""",,"=""27.10986""","=""46.73026""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(1P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L11052""",
Ar,7,"=""63.373""","=""0.001""","=""63.3742""","=""0.0023""","=""-0.001""","=""157796.""","=""6""","=""""",,"=""63.2652""","=""82.8290""","=""3p.3d""","=""1F*""","=""3""","=""3d2""","=""1G""","=""4""",,"=""""","=""L11915""",
Ar,6,"=""63.385""","=""0.002""","=""63.3853""","=""0.0021""","="" 0.000""","=""157766.""","=""6q""","=""""",,"=""27.10986""","=""46.6703""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(1P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L11052""",
Ar,7,"=""63.4208""","=""0.0010""","=""63.4212""","=""0.0014""","=""-0.0004""","=""157677.""","=""2""","=""2.28e+09""",C,"=""14.0227""","=""33.57207""","=""3s.3p""","=""3P*""","=""0""","=""3p2""","=""3P""","=""1""",,"=""T1002LS""","=""L3311""",
Ar,5,"=""63.5152""","=""0.0002""","=""63.5149""","=""0.0003""","=""0.0003""","=""157442.6""","=""150""","=""""",,"=""4.70054""","=""24.22102""","=""3s2.3p2""","=""1S""","=""0""","=""3s.3p3""","=""1P*""","=""1""",,"=""""","=""L11588""",
Ar,7,"=""63.594""","=""0.003""","=""63.590""","=""0.004""","=""0.004""","=""157248.""","=""60""","=""""",,"=""89.3275""","=""108.8250""","=""3p.4p""","=""1D""","=""2""","=""3s.7p""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,7,"=""63.631""","=""0.003""","=""63.630""","=""0.003""","=""0.001""","=""157156.""","=""100""","=""""",,"=""88.2631""","=""107.7483""","=""3p.4p""","=""3P""","=""2""","=""3p.5s""","=""3P*""","=""2""",,"=""""","=""L12090""",
Ar,3,"=""63.68194""","=""0.00010""","=""63.682175""","=""0.000008""","=""-0.00024""","=""157030.4""","=""150""","=""""",,"=""0.0000000""","=""19.4692154""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).3d""","=""3D*""","=""1""",,"=""""","=""L8114""",
Ar,6,"=""63.694""","=""0.001""","=""63.6935""","=""0.0010""","=""0.0005""","=""157001.""","=""4""","=""""",,"=""27.10986""","=""46.57563""","=""3s2.3d""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L11052""",
Ar,7,"=""63.7052""","=""0.0010""","=""63.7056""","=""0.0015""","=""-0.0004""","=""156973.""","=""4""","=""5.0e+09""",C+,"=""14.33133""","=""33.7934""","=""3s.3p""","=""3P*""","=""2""","=""3p2""","=""3P""","=""2""",,"=""T1002LS""","=""L3311""",
Ar,3,"=""63.7256""","=""0.0002""","=""63.725701""","=""0.000007""","=""-0.00010""","=""156922.8""","=""300""","=""""",,"=""0.0000000""","=""19.4559174""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).3d""","=""3D*""","=""2""",,"=""""","=""L11588""",
Ar,3,"=""63.72881""","=""0.00010""","=""63.728560""","=""0.000006""","=""0.00025""","=""156914.9""","=""1000""","=""""",,"=""0.0000000""","=""19.4550447""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).3d""","=""3D*""","=""3""",,"=""""","=""L8114""",
Ar,7,"=""63.7466""","=""0.0010""","=""63.7464""","=""0.0011""","=""0.0002""","=""156871.""","=""1""","=""1.67e+09""",C,"=""14.12248""","=""33.57207""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""1""",,"=""T1002LS""","=""L3311""",
