element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""523.05008""","=""0.00019""","=""523.05025""","=""0.00005""","=""-0.00017""","=""19113.307""","=""6""","=""""",,"=""23.682522355""","=""26.05226965""","=""3s2.3p4.(3P).5p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""523.075""","=""0.002""","=""523.0790""","=""0.0005""","=""-0.0040""","=""19112.40""","=""0.5""","=""""",,"=""23.87401512""","=""26.2436324""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""523.603""","=""0.002""","=""523.601955""","=""0.000009""","=""0.0010""","=""19093.12""","=""1""","=""""",,"=""22.802509716""","=""25.169760115""","=""3s2.3p4.(3P).5s""","=""2P""","=""1/2""","=""3s2.3p4.(1D).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""523.6231""","=""0.0016""","=""523.623215""","=""0.000022""","=""-0.0001""","=""19092.39""","=""2bl""","=""""",,"=""23.570177223""","=""25.93733151""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""523.6853""","=""0.0008""","=""523.68634""","=""0.00005""","=""-0.0010""","=""19090.12""","=""1""","=""""",,"=""23.619908872""","=""25.98677781""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""523.792""","=""0.002""","=""523.79211""","=""0.00005""","=""-0.0001""","=""19086.23""","=""0""","=""""",,"=""23.620386781""","=""25.98677781""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""524.1093""","=""""","=""""","=""19074.681""","=""""","=""1.3e+05""",D,"=""13.09487256""","=""15.4598316""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""524.1786""","=""0.0008""","=""524.178891""","=""0.000025""","=""-0.0003""","=""19072.16""","=""2""","=""""",,"=""23.58132422""","=""25.94596914""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""524.509""","=""0.002""","=""524.50676""","=""0.00008""","=""0.0022""","=""19060.14""","=""1""","=""""",,"=""24.15215486""","=""26.5153217""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<2>).7g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""524.53778""","=""0.00016""","=""524.53780""","=""0.00017""","=""-0.00002""","=""19059.099""","=""7""","=""""",,"=""24.15215486""","=""26.5151818""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<2>).7g""","=""2[5]""","=""11/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""524.6198""","=""""","=""""","=""19056.12""","=""""","=""1.2e+05""",E,"=""13.17177770""","=""15.534435""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""524.7469""","=""0.0008""","=""524.7472""","=""0.0003""","=""-0.0003""","=""19051.50""","=""1""","=""""",,"=""24.15487223""","=""26.5169564""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).7g""","=""2[3]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""524.7986""","=""0.0008""","=""524.79866""","=""0.00005""","=""-0.0001""","=""19049.63""","=""3""","=""""",,"=""23.87401512""","=""26.23586749""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""524.9165""","=""""","=""""","=""19045.35""","=""""","=""7.9e+04""",E,"=""13.17177770""","=""15.533100""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""524.95457""","=""0.00009""","=""524.95456""","=""0.00004""","=""0.00001""","=""19043.967""","=""11""","=""""",,"=""23.48728630""","=""25.84843727""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""525.057""","=""0.002""","=""525.056154""","=""0.000022""","=""0.0008""","=""19040.25""","=""0""","=""""",,"=""23.514204395""","=""25.87489852""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""525.11051""","=""0.00005""","=""525.11058""","=""0.00009""","=""-0.00007""","=""19038.3114""","=""12""","=""""",,"=""24.15487223""","=""26.5153217""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).7g""","=""2[4]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""525.14029""","=""0.00011""","=""525.14026""","=""0.00011""","=""0.00003""","=""19037.232""","=""11""","=""""",,"=""24.15487223""","=""26.5151883""","=""3s2.3p4.(3P<2>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<2>).7g""","=""2[5]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""525.2138""","=""0.0008""","=""525.213571""","=""0.000014""","=""0.0002""","=""19034.57""","=""1""","=""""",,"=""23.258113744""","=""25.61810033""","=""3s2.3p4.(3P).4d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<0>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""525.2787""","=""""","=""""","=""19032.215""","=""""","=""5.4e+05""",D,"=""13.09487256""","=""15.4545665""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""525.4471""","=""""","=""""","=""19026.116""","=""""","=""3.6e+05""",E,"=""13.15314387""","=""15.5120816""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""525.539""","=""0.002""","=""525.539665""","=""0.000025""","=""-0.0007""","=""19022.79""","=""0.5""","=""""",,"=""23.08230349""","=""25.44082574""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""525.5677""","=""0.0008""","=""525.566531""","=""0.000011""","=""0.0012""","=""19021.75""","=""1*""","=""""",,"=""22.81135843""","=""25.169760115""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(1D).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""525.5677""","=""0.0008""","=""525.5680""","=""0.0008""","=""-0.0003""","=""19021.75""","=""1*""","=""""",,"=""24.814064898""","=""27.172460""","=""3s2.3p4.(1D).4d""","=""2F""","=""7/2""","=""3s2.3p4.(1D<2>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""525.5677""","=""0.0008""","=""525.5681""","=""0.0008""","=""-0.0004""","=""19021.75""","=""1*""","=""""",,"=""24.79461100""","=""27.153006""","=""3s2.3p4.(1D).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).5f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""525.65648""","=""0.00010""","=""525.656363""","=""0.000025""","=""0.00012""","=""19018.537""","=""8""","=""""",,"=""23.514204395""","=""25.87220304""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""525.8223""","=""0.0008""","=""525.8249""","=""0.0006""","=""-0.0026""","=""19012.54""","=""1""","=""""",,"=""24.15972864""","=""26.5169717""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<2>).7g""","=""2[3]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""525.9174""","=""0.0008""","=""525.91803""","=""0.00003""","=""-0.0006""","=""19009.10""","=""1""","=""""",,"=""23.08230349""","=""25.43912897""","=""3s2.3p4.(3P).4d""","=""4P""","=""1/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""526.18987""","=""0.00006""","=""526.18981""","=""0.00008""","=""0.00006""","=""18999.259""","=""7""","=""""",,"=""24.15972864""","=""26.5153368""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<2>).7g""","=""2[4]""","=""7/2""",,"=""""","=""L2634""",
Ar,2,"=""526.4305""","=""0.0008""","=""526.4302""","=""0.0003""","=""0.0003""","=""18990.57""","=""1""","=""""",,"=""24.16242396""","=""26.5169564""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).7g""","=""2[3]""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""526.47819""","=""0.00007""","=""526.47824""","=""0.00005""","=""-0.00005""","=""18988.854""","=""17""","=""""",,"=""23.54889313""","=""25.90321077""","=""3s2.3p4.(3P).4d""","=""2P""","=""1/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""526.71634""","=""0.00008""","=""526.71651""","=""0.00003""","=""-0.00017""","=""18980.269""","=""14""","=""""",,"=""23.404027598""","=""25.75728027""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""4D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""526.7958""","=""0.0008""","=""526.79597""","=""0.00008""","=""-0.0002""","=""18977.41""","=""3""","=""""",,"=""24.16242396""","=""26.5153217""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).7g""","=""2[4]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""526.8246""","=""0.0008""","=""526.82584""","=""0.00011""","=""-0.0012""","=""18976.37""","=""3""","=""""",,"=""24.16242396""","=""26.5151883""","=""3s2.3p4.(3P<2>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<2>).7g""","=""2[5]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""526.9761""","=""0.0003""","=""526.97569""","=""0.00004""","=""0.0004""","=""18970.914""","=""4""","=""""",,"=""23.438088809""","=""25.79018407""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""527.3580""","=""0.0008""","=""527.3598""","=""0.0006""","=""-0.0018""","=""18957.17""","=""1""","=""""",,"=""23.89325004""","=""26.2436324""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""527.385""","=""0.002""","=""527.38704""","=""0.00005""","=""-0.0020""","=""18956.20""","=""0.5""","=""""",,"=""23.702008951""","=""26.05226965""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""528.16295""","=""0.00005""","=""528.162946""","=""0.000011""","=""0.00000""","=""18928.2835""","=""21""","=""""",,"=""23.404027598""","=""25.75083567""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""4D""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""528.3437""","=""0.0016""","=""528.345700""","=""0.000011""","=""-0.0020""","=""18921.81""","=""1bl""","=""""",,"=""23.070289982""","=""25.41628630""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""528.5438""","=""0.0008""","=""528.543022""","=""0.000014""","=""0.0008""","=""18914.64""","=""2""","=""""",,"=""22.82463962""","=""25.169760115""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(1D).5p""","=""2P*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""528.6069""","=""""","=""""","=""18912.385""","=""""","=""9.6e+04""",E,"=""13.17177770""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""528.68866""","=""0.00008""","=""528.688689""","=""0.000011""","=""-0.00003""","=""18909.462""","=""18""","=""2.e+05""",C,"=""17.265833524""","=""19.61030789""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""528.8634""","=""0.0008""","=""528.863551""","=""0.000012""","=""-0.0002""","=""18903.21""","=""1""","=""""",,"=""23.070289982""","=""25.41398919""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""529.0015""","=""""","=""""","=""18898.279""","=""""","=""9.0e+04""",E,"=""13.17177770""","=""15.5148657""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,2,"=""529.00551""","=""0.00013""","=""529.00553""","=""0.00014""","=""-0.00002""","=""18898.136""","=""9""","=""""",,"=""24.31038415""","=""26.6534543""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<1>).7g""","=""2[3]""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""529.099""","=""0.002""","=""529.1006""","=""0.0008""","=""-0.0016""","=""18894.80""","=""0.5p""","=""""",,"=""24.17649235""","=""26.519141""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<2>).7g""","=""2[2]""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""529.197""","=""0.002""","=""529.194971""","=""0.000023""","=""0.0020""","=""18891.30""","=""0.5""","=""""",,"=""23.48728630""","=""25.82951773""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""529.38157""","=""0.00018""","=""529.38155""","=""0.00017""","=""0.00002""","=""18884.712""","=""6""","=""""",,"=""24.31205385""","=""26.6534598""","=""3s2.3p4.(3P<1>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<1>).7g""","=""2[3]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""529.5892""","=""0.0008""","=""529.5911""","=""0.0006""","=""-0.0019""","=""18877.31""","=""3""","=""""",,"=""24.17649235""","=""26.5169717""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""","=""3s2.3p4.(3P<2>).7g""","=""2[3]""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""529.63883""","=""0.00018""","=""529.63885""","=""0.00014""","=""-0.00002""","=""18875.539""","=""7""","=""""",,"=""24.313723219""","=""26.6539917""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""9/2""","=""3s2.3p4.(3P<1>).7g""","=""2[5]""","=""11/2""",,"=""""","=""L11520""",
Ar,2,"=""529.6791""","=""0.002""","=""529.67949""","=""0.00008""","=""-0.0004""","=""18874.10""","=""3""","=""""",,"=""23.89325004""","=""26.23333896""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""529.8001""","=""0.0014""","=""529.799994""","=""0.000023""","=""0.0001""","=""18869.79""","=""2""","=""""",,"=""23.619908872""","=""25.95946554""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2F""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""529.90805""","=""0.00006""","=""529.908241""","=""0.000023""","=""-0.00019""","=""18865.949""","=""5""","=""""",,"=""23.620386781""","=""25.95946554""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""2F""","=""5/2""",,"=""""","=""L2634""",
Ar,2,"=""529.948""","=""0.002""","=""529.94925""","=""0.00005""","=""-0.0013""","=""18864.53""","=""0""","=""""",,"=""23.64788005""","=""25.98677781""","=""3s2.3p4.(3P).5p""","=""4D*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""530.07745""","=""0.00011""","=""530.07752""","=""0.00008""","=""-0.00007""","=""18859.920""","=""8""","=""""",,"=""24.31566967""","=""26.6540015""","=""3s2.3p4.(3P<1>).4f""","=""2[4]*""","=""7/2""","=""3s2.3p4.(3P<1>).7g""","=""2[5]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""530.256""","=""0.002""","=""530.256944""","=""0.000023""","=""-0.0009""","=""18853.57""","=""0""","=""""",,"=""23.103285166""","=""25.44082574""","=""3s2.3p4.(3P).4d""","=""4F""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""530.56856""","=""0.00009""","=""530.5682""","=""0.0003""","=""0.0003""","=""18842.463""","=""15*""","=""""",,"=""24.18078735""","=""26.5169564""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""5/2""","=""3s2.3p4.(3P<2>).7g""","=""2[3]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""530.56856""","=""0.00009""","=""530.56880""","=""0.00003""","=""-0.00024""","=""18842.463""","=""15*""","=""""",,"=""19.972538226""","=""22.30870487""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""530.8074""","=""0.0008""","=""530.80709""","=""0.00003""","=""0.0003""","=""18833.99""","=""5""","=""""",,"=""21.36689104""","=""23.702008951""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""530.9513""","=""""","=""""","=""18828.880""","=""""","=""1.2e+05""",E,"=""13.17177770""","=""15.5062613""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""531.19816""","=""0.00020""","=""531.19817""","=""0.00020""","=""-0.00001""","=""18820.131""","=""5""","=""""",,"=""24.37801682""","=""26.7114156""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<0>).7g""","=""2[4]""","=""9/2""",,"=""""","=""L11520""",
Ar,2,"=""531.2078""","=""0.0003""","=""531.20779""","=""0.00023""","=""0.0000""","=""18819.788""","=""5""","=""""",,"=""24.37801682""","=""26.7113733""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<0>).7g""","=""2[4]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""531.4258""","=""0.0008""","=""531.426101""","=""0.000012""","=""-0.0003""","=""18812.07""","=""2""","=""""",,"=""23.48728630""","=""25.81968425""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).7s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""531.5215""","=""0.0008""","=""531.52227""","=""0.00023""","=""-0.0008""","=""18808.68""","=""4bl""","=""""",,"=""24.37939735""","=""26.7113733""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""","=""3s2.3p4.(3P<0>).7g""","=""2[4]""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""531.611""","=""0.002""","=""531.6083""","=""0.0020""","=""0.003""","=""18805.52""","=""0*""","=""""",,"=""23.63042494""","=""25.962023""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).7p""","=""1*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""531.611""","=""0.002""","=""531.6106""","=""0.0008""","=""0.0004""","=""18805.52""","=""0*""","=""""",,"=""23.63042494""","=""25.962013""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P).7p""","=""1*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""531.7715""","=""""","=""""","=""18799.84""","=""""","=""2.6e+05""",E,"=""13.30222747""","=""15.633111""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,8,"=""532.690""","=""0.008""","=""532.69""","=""0.04""","=""0.00""","=""18767.4""","=""""","=""""",,"=""129.51949""","=""131.84636""","=""2p6.8d""","=""2D""","=""5/2""","=""2p6.9p""","=""2P*""","=""3/2""",,"=""""","=""L7203""",
Ar,2,"=""532.8758""","=""0.0016""","=""532.874065""","=""0.000020""","=""0.0017""","=""18760.88""","=""1bl""","=""""",,"=""23.619908872""","=""25.94596914""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""532.96992""","=""0.00010""","=""532.96991""","=""0.00011""","=""0.00001""","=""18757.567""","=""10""","=""""",,"=""24.19224889""","=""26.5178909""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""11/2""","=""3s2.3p4.(3P<2>).7g""","=""2[6]""","=""13/2""",,"=""""","=""L11520""",
Ar,2,"=""533.0664""","=""0.0008""","=""533.064535""","=""0.000012""","=""0.0019""","=""18754.17""","=""3bl,i,G""","=""""",,"=""22.77287965""","=""25.098108804""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""533.1042""","=""0.0002""","=""533.10417""","=""0.00017""","=""0.0000""","=""18752.844""","=""6""","=""""",,"=""24.19283498""","=""26.5178912""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""3s2.3p4.(3P<2>).7g""","=""2[6]""","=""11/2""",,"=""""","=""L11520""",
Ar,2,"=""533.270""","=""0.002""","=""533.271548""","=""0.000012""","=""-0.0015""","=""18747.01""","=""0""","=""""",,"=""22.78797918""","=""25.11230570""","=""3s2.3p4.(3P).4d""","=""4D""","=""5/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""533.512""","=""0.002""","=""533.510209""","=""0.000017""","=""0.0018""","=""18738.51""","=""0.5""","=""""",,"=""23.103285166""","=""25.42657193""","=""3s2.3p4.(3P).4d""","=""4F""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""533.5916""","=""0.0008""","=""533.59148""","=""0.00017""","=""0.0001""","=""18735.71""","=""1""","=""""",,"=""24.19224889""","=""26.5151818""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""11/2""","=""3s2.3p4.(3P<2>).7g""","=""2[5]""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""533.7250""","=""0.0008""","=""533.72466""","=""0.00011""","=""0.0003""","=""18731.03""","=""1""","=""""",,"=""24.19283498""","=""26.5151883""","=""3s2.3p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""3s2.3p4.(3P<2>).7g""","=""2[5]""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""533.8106""","=""0.0008""","=""533.810080""","=""0.000015""","=""0.0005""","=""18728.03""","=""1""","=""""",,"=""23.484470418""","=""25.80645208""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""533.933""","=""0.002""","=""533.93289""","=""0.00003""","=""0.0001""","=""18723.73""","=""1""","=""""",,"=""23.11937815""","=""25.44082574""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,8,"=""534.20""","=""0.04""","=""534.32""","=""0.20""","=""-0.12""","=""18714.4""","=""""","=""""",,"=""129.5170""","=""131.8367""","=""2p6.8d""","=""2D""","=""3/2""","=""2p6.9p""","=""2P*""","=""1/2""",,"=""""","=""L11180""",
Ar,2,"=""534.326""","=""0.002""","=""534.32344""","=""0.00003""","=""0.0026""","=""18709.96""","=""0?""","=""""",,"=""23.11937815""","=""25.43912897""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""","=""3s2.3p4.(3P<2>).5f""","=""2[1]*""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""534.45228""","=""0.00018""","=""534.45231""","=""0.00003""","=""-0.00003""","=""18705.542""","=""7""","=""""",,"=""23.438088809""","=""25.75728027""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""534.5609""","=""0.0008""","=""534.55966""","=""0.00004""","=""0.0012""","=""18701.74""","=""1""","=""""",,"=""19.30534490""","=""21.62407061""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""534.82636""","=""0.00010""","=""534.82634""","=""0.00011""","=""0.00002""","=""18692.458""","=""13""","=""""",,"=""24.33873405""","=""26.6563036""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""7/2""","=""3s2.3p4.(3P<1>).7g""","=""2[4]""","=""9/2""",,"=""""","=""L11520""",
